artists,songs,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,happy/sad
Joji,Pills,0.421,0.407,11,-10.732,1,0.0777,0.582,0.775,0.117,0.238,80.748,audio_features,5xwKCPdE3kyU0XwqfbyQsx,spotify:track:5xwKCPdE3kyU0XwqfbyQsx,https://api.spotify.com/v1/tracks/5xwKCPdE3kyU0XwqfbyQsx,https://api.spotify.com/v1/audio-analysis/5xwKCPdE3kyU0XwqfbyQsx,187134,3,0
2 Unlimited,No Limit,0.652,0.999,3,-6.659,1,0.0522,0.0109,0.000646,0.0533,0.637,141.056,audio_features,7pSJmBTlbA4S5zSLsj6Pzz,spotify:track:7pSJmBTlbA4S5zSLsj6Pzz,https://api.spotify.com/v1/tracks/7pSJmBTlbA4S5zSLsj6Pzz,https://api.spotify.com/v1/audio-analysis/7pSJmBTlbA4S5zSLsj6Pzz,223694,4,1
Joshua Hyslop,Stand Your Ground,0.71,0.27,7,-9.541,1,0.0283,0.658,4.67e-06,0.115,0.684,131.876,audio_features,5nhptWSQJ8WRqHGJDJXrPM,spotify:track:5nhptWSQJ8WRqHGJDJXrPM,https://api.spotify.com/v1/tracks/5nhptWSQJ8WRqHGJDJXrPM,https://api.spotify.com/v1/audio-analysis/5nhptWSQJ8WRqHGJDJXrPM,203253,4,0
DJ Jose,House Of Justice - Radio Edit,0.71,0.961,8,-5.151,1,0.0506,0.0114,0.794,0.279,0.573,140.638,audio_features,2XC799df4vFHUL0JeUEuct,spotify:track:2XC799df4vFHUL0JeUEuct,https://api.spotify.com/v1/tracks/2XC799df4vFHUL0JeUEuct,https://api.spotify.com/v1/audio-analysis/2XC799df4vFHUL0JeUEuct,214800,4,1
The Knack,My Sharona,0.621,0.783,0,-6.379,1,0.0373,0.0881,0.00226,0.236,0.874,148.074,audio_features,1FTnBp64Iy26qERGibjknm,spotify:track:1FTnBp64Iy26qERGibjknm,https://api.spotify.com/v1/tracks/1FTnBp64Iy26qERGibjknm,https://api.spotify.com/v1/audio-analysis/1FTnBp64Iy26qERGibjknm,240027,4,1
Shannon,Give Me Tonight,0.697,0.979,9,-7.262,0,0.0538,0.0199,0.0127,0.317,0.583,119.083,audio_features,4KhOfYSg4ULCbTjCLj3EB2,spotify:track:4KhOfYSg4ULCbTjCLj3EB2,https://api.spotify.com/v1/tracks/4KhOfYSg4ULCbTjCLj3EB2,https://api.spotify.com/v1/audio-analysis/4KhOfYSg4ULCbTjCLj3EB2,233493,4,0
Wojciech Kilar,Bram Stoker's Dracula: The Party,0.105,0.0302,1,-32.355,0,0.0408,0.83,0,0.0648,0.0345,197.45,audio_features,3nA8PYmgZopiXMHQ9uhGTZ,spotify:track:3nA8PYmgZopiXMHQ9uhGTZ,https://api.spotify.com/v1/tracks/3nA8PYmgZopiXMHQ9uhGTZ,https://api.spotify.com/v1/audio-analysis/3nA8PYmgZopiXMHQ9uhGTZ,146907,3,1
Rihanna,Diamonds,0.541,0.684,11,-5.957,0,0.0513,0.00146,0,0.136,0.407,91.954,audio_features,65YsalQBmQCzIPaay72CzQ,spotify:track:65YsalQBmQCzIPaay72CzQ,https://api.spotify.com/v1/tracks/65YsalQBmQCzIPaay72CzQ,https://api.spotify.com/v1/audio-analysis/65YsalQBmQCzIPaay72CzQ,225200,4,1
The Carpenters,Close to You,0.543,0.241,8,-14.59,1,0.0344,0.669,6.27e-05,0.121,0.205,89.078,audio_features,79SE4x5ZROfEqaN12nXFHj,spotify:track:79SE4x5ZROfEqaN12nXFHj,https://api.spotify.com/v1/tracks/79SE4x5ZROfEqaN12nXFHj,https://api.spotify.com/v1/audio-analysis/79SE4x5ZROfEqaN12nXFHj,276000,4,0
Labrinth,Jealous,0.435,0.155,1,-8.948,1,0.046,0.873,0,0.107,0.0935,128.532,audio_features,4L2K7JKseFCBoHMZEAszW0,spotify:track:4L2K7JKseFCBoHMZEAszW0,https://api.spotify.com/v1/tracks/4L2K7JKseFCBoHMZEAszW0,https://api.spotify.com/v1/audio-analysis/4L2K7JKseFCBoHMZEAszW0,287693,3,0
Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,0.792,0.717,0,-4.759,0,0.0393,0.0927,3.59e-05,0.226,0.466,121.985,audio_features,1A8j067qyiNwQnZT0bzUpZ,spotify:track:1A8j067qyiNwQnZT0bzUpZ,https://api.spotify.com/v1/tracks/1A8j067qyiNwQnZT0bzUpZ,https://api.spotify.com/v1/audio-analysis/1A8j067qyiNwQnZT0bzUpZ,195547,4,1
Disclosure,Omen - Radio Edit,0.615,0.781,5,-4.838,0,0.203,0.111,0,0.373,0.687,105.967,audio_features,78EQ5LZGgviMU9k0zrqv1r,spotify:track:78EQ5LZGgviMU9k0zrqv1r,https://api.spotify.com/v1/tracks/78EQ5LZGgviMU9k0zrqv1r,https://api.spotify.com/v1/audio-analysis/78EQ5LZGgviMU9k0zrqv1r,196817,4,1
Boyz II Men,It's So Hard to Say Goodbye to Yesterday,0.199,0.227,4,-10.927,1,0.0322,0.913,0,0.176,0.259,73.861,audio_features,264JdkdtNRAGL4M4PnDYHC,spotify:track:264JdkdtNRAGL4M4PnDYHC,https://api.spotify.com/v1/tracks/264JdkdtNRAGL4M4PnDYHC,https://api.spotify.com/v1/audio-analysis/264JdkdtNRAGL4M4PnDYHC,168627,5,0
Calvin Harris,Blame,0.413,0.856,0,-4.078,0,0.0808,0.0289,0.00571,0.343,0.35,128.017,audio_features,07nH4ifBxUB4lZcsf44Brn,spotify:track:07nH4ifBxUB4lZcsf44Brn,https://api.spotify.com/v1/tracks/07nH4ifBxUB4lZcsf44Brn,https://api.spotify.com/v1/audio-analysis/07nH4ifBxUB4lZcsf44Brn,212960,4,1
Garth Brooks,Thunder Rolls,0.562,0.646,2,-4.937,0,0.0372,0.408,4.39e-05,0.122,0.274,81.77,audio_features,6Ra5YZBdQRVRHX1GhRA4hH,spotify:track:6Ra5YZBdQRVRHX1GhRA4hH,https://api.spotify.com/v1/tracks/6Ra5YZBdQRVRHX1GhRA4hH,https://api.spotify.com/v1/audio-analysis/6Ra5YZBdQRVRHX1GhRA4hH,222378,4,0
My Birthday,Happy Birthday (MEES),0.572,0.913,2,-5.723,1,0.0417,0.0392,0,0.356,0.836,167.957,audio_features,0FjtPyfCcxgAPQOWdOesIs,spotify:track:0FjtPyfCcxgAPQOWdOesIs,https://api.spotify.com/v1/tracks/0FjtPyfCcxgAPQOWdOesIs,https://api.spotify.com/v1/audio-analysis/0FjtPyfCcxgAPQOWdOesIs,178050,4,1
Chicago,Look Away,0.394,0.557,9,-7.152,1,0.0324,0.464,0,0.112,0.186,172.912,audio_features,5VpJrXw5GRP0tSFXAzrRM5,spotify:track:5VpJrXw5GRP0tSFXAzrRM5,https://api.spotify.com/v1/tracks/5VpJrXw5GRP0tSFXAzrRM5,https://api.spotify.com/v1/audio-analysis/5VpJrXw5GRP0tSFXAzrRM5,240653,4,0
Big Pineapple,Another Chance (Don Diablo Edit),0.584,0.959,9,-1.785,0,0.0942,0.00272,0,0.553,0.0729,125.987,audio_features,1VTvqPZc50yS6MiWw520Kh,spotify:track:1VTvqPZc50yS6MiWw520Kh,https://api.spotify.com/v1/tracks/1VTvqPZc50yS6MiWw520Kh,https://api.spotify.com/v1/audio-analysis/1VTvqPZc50yS6MiWw520Kh,172381,4,0
Hans J. Salter,Sherlock Holmes and the Voice of Terror: The Spider,0.151,0.0272,7,-26.514,1,0.037,0.646,0.838,0.0634,0.0381,94.477,audio_features,2vwII2v1CLeQqT4DhxZwNi,spotify:track:2vwII2v1CLeQqT4DhxZwNi,https://api.spotify.com/v1/tracks/2vwII2v1CLeQqT4DhxZwNi,https://api.spotify.com/v1/audio-analysis/2vwII2v1CLeQqT4DhxZwNi,124693,4,1
Cascada,Everytime We Touch,0.635,0.974,8,-5.373,1,0.052,0.00474,1.56e-05,0.41,0.495,142.049,audio_features,1eOHw1k2AoluG4VyjBHLzX,spotify:track:1eOHw1k2AoluG4VyjBHLzX,https://api.spotify.com/v1/tracks/1eOHw1k2AoluG4VyjBHLzX,https://api.spotify.com/v1/audio-analysis/1eOHw1k2AoluG4VyjBHLzX,196467,4,1
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,0.753,0.498,2,-5.61,1,0.0504,0.551,0,0.0706,0.927,89.95,audio_features,1A6OTy97kk0mMdm78rHsm8,spotify:track:1A6OTy97kk0mMdm78rHsm8,https://api.spotify.com/v1/tracks/1A6OTy97kk0mMdm78rHsm8,https://api.spotify.com/v1/audio-analysis/1A6OTy97kk0mMdm78rHsm8,158053,4,1
Van Morrison,Brown Eyed Girl,0.491,0.583,7,-10.964,1,0.0376,0.182,0,0.407,0.907,150.572,audio_features,3yrSvpt2l1xhsV9Em88Pul,spotify:track:3yrSvpt2l1xhsV9Em88Pul,https://api.spotify.com/v1/tracks/3yrSvpt2l1xhsV9Em88Pul,https://api.spotify.com/v1/audio-analysis/3yrSvpt2l1xhsV9Em88Pul,183307,4,1
Smashing Pumpkins,Soothe,0.399,0.082,3,-20.555,1,0.0423,0.921,0.388,0.124,0.0797,172.772,audio_features,50TMULA0p9lEYV9FGlDtvA,spotify:track:50TMULA0p9lEYV9FGlDtvA,https://api.spotify.com/v1/tracks/50TMULA0p9lEYV9FGlDtvA,https://api.spotify.com/v1/audio-analysis/50TMULA0p9lEYV9FGlDtvA,156480,4,0
Aquilo,Sorry,0.32,0.295,2,-11.263,1,0.052,0.691,0,0.129,0.171,177.4,audio_features,3UNuVVGosJLfLCsWHEhr5U,spotify:track:3UNuVVGosJLfLCsWHEhr5U,https://api.spotify.com/v1/tracks/3UNuVVGosJLfLCsWHEhr5U,https://api.spotify.com/v1/audio-analysis/3UNuVVGosJLfLCsWHEhr5U,255205,3,0
Critical Mass,Burning Love - Happy Radio Edit,0.571,0.956,8,-6.736,0,0.0491,0.0766,0.2,0.0569,0.362,164.974,audio_features,1UCIYpIpep2BS4J55ANv3R,spotify:track:1UCIYpIpep2BS4J55ANv3R,https://api.spotify.com/v1/tracks/1UCIYpIpep2BS4J55ANv3R,https://api.spotify.com/v1/audio-analysis/1UCIYpIpep2BS4J55ANv3R,237840,4,1
George Strait,Give It All We Got Tonight,0.573,0.64,7,-7.143,1,0.0264,0.263,1.64e-06,0.0554,0.339,130.309,audio_features,0T1c1pBur0LxaZ7rVBqjPK,spotify:track:0T1c1pBur0LxaZ7rVBqjPK,https://api.spotify.com/v1/tracks/0T1c1pBur0LxaZ7rVBqjPK,https://api.spotify.com/v1/audio-analysis/0T1c1pBur0LxaZ7rVBqjPK,255120,4,1
The Everly Brothers,Bye Bye Love,0.547,0.523,9,-9.176,1,0.0572,0.724,0,0.103,0.89,169.598,audio_features,6oRHRkQigTzJ3KwpO3XOV6,spotify:track:6oRHRkQigTzJ3KwpO3XOV6,https://api.spotify.com/v1/tracks/6oRHRkQigTzJ3KwpO3XOV6,https://api.spotify.com/v1/audio-analysis/6oRHRkQigTzJ3KwpO3XOV6,142907,4,0
Blackbear,Idfc,0.63,0.5,1,-8.755,0,0.0611,0.611,4.04e-05,0.114,0.315,144.871,audio_features,6MxhAD7FwoBQabntab2qG9,spotify:track:6MxhAD7FwoBQabntab2qG9,https://api.spotify.com/v1/tracks/6MxhAD7FwoBQabntab2qG9,https://api.spotify.com/v1/audio-analysis/6MxhAD7FwoBQabntab2qG9,245172,4,0
Elvis Presley,A Fool Such As I,0.622,0.713,0,-8.104,1,0.0709,0.91,0.000179,0.147,0.601,128.751,audio_features,53Wf6uVFYa1Ef1pltkA54Q,spotify:track:53Wf6uVFYa1Ef1pltkA54Q,https://api.spotify.com/v1/tracks/53Wf6uVFYa1Ef1pltkA54Q,https://api.spotify.com/v1/audio-analysis/53Wf6uVFYa1Ef1pltkA54Q,157533,4,0
Daughter,Smother,0.491,0.139,1,-16.568,1,0.0327,0.922,0.11,0.115,0.109,125.086,audio_features,3MH3oRNyFb5mNm663xcK7T,spotify:track:3MH3oRNyFb5mNm663xcK7T,https://api.spotify.com/v1/tracks/3MH3oRNyFb5mNm663xcK7T,https://api.spotify.com/v1/audio-analysis/3MH3oRNyFb5mNm663xcK7T,241467,4,0
Tony Yayo,Love My Style,0.587,0.945,11,-3.964,0,0.329,0.0236,0.0113,0.308,0.519,177.943,audio_features,4M4VSKUddijN7Q9S07IBaM,spotify:track:4M4VSKUddijN7Q9S07IBaM,https://api.spotify.com/v1/tracks/4M4VSKUddijN7Q9S07IBaM,https://api.spotify.com/v1/audio-analysis/4M4VSKUddijN7Q9S07IBaM,248280,4,1
Stevie Wonder,Another Star,0.57,0.844,6,-9.684,0,0.0492,0.102,0.000176,0.0914,0.767,121.975,audio_features,6KrW1p508lPuIe9hMpu166,spotify:track:6KrW1p508lPuIe9hMpu166,https://api.spotify.com/v1/tracks/6KrW1p508lPuIe9hMpu166,https://api.spotify.com/v1/audio-analysis/6KrW1p508lPuIe9hMpu166,508227,4,1
Peter Gabriel,Biko,0.535,0.351,7,-10.952,1,0.0436,0.277,8.87e-05,0.253,0.18,179.085,audio_features,4X5nq5swAfwEMqDOOJpEA8,spotify:track:4X5nq5swAfwEMqDOOJpEA8,https://api.spotify.com/v1/tracks/4X5nq5swAfwEMqDOOJpEA8,https://api.spotify.com/v1/audio-analysis/4X5nq5swAfwEMqDOOJpEA8,452867,4,0
3 Doors Down,Here Without You,0.536,0.55,10,-6.733,0,0.0248,0.0537,0,0.134,0.234,144.018,audio_features,3NLrRZoMF0Lx6zTlYqeIo4,spotify:track:3NLrRZoMF0Lx6zTlYqeIo4,https://api.spotify.com/v1/tracks/3NLrRZoMF0Lx6zTlYqeIo4,https://api.spotify.com/v1/audio-analysis/3NLrRZoMF0Lx6zTlYqeIo4,238560,4,0
The Platters,My Prayer,0.391,0.275,10,-8.259,1,0.0277,0.825,0,0.0946,0.243,71.281,audio_features,1ntGJDSakqsaw1KhptKrB5,spotify:track:1ntGJDSakqsaw1KhptKrB5,https://api.spotify.com/v1/tracks/1ntGJDSakqsaw1KhptKrB5,https://api.spotify.com/v1/audio-analysis/1ntGJDSakqsaw1KhptKrB5,167800,4,0
Coldplay,Viva La Vida,0.489,0.615,5,-7.185,0,0.0286,0.113,4.41e-06,0.156,0.456,138.005,audio_features,7fcgisGFCr4mfbfNSztr84,spotify:track:7fcgisGFCr4mfbfNSztr84,https://api.spotify.com/v1/tracks/7fcgisGFCr4mfbfNSztr84,https://api.spotify.com/v1/audio-analysis/7fcgisGFCr4mfbfNSztr84,241427,4,1
KC & The Sunshine Band,That's The Way (I Like It),0.661,0.928,5,-6.898,0,0.0441,0.125,0.00277,0.345,0.851,108.587,audio_features,2lYe3AhO4dJhBMsvk9uBkw,spotify:track:2lYe3AhO4dJhBMsvk9uBkw,https://api.spotify.com/v1/tracks/2lYe3AhO4dJhBMsvk9uBkw,https://api.spotify.com/v1/audio-analysis/2lYe3AhO4dJhBMsvk9uBkw,306147,4,1
Lenny Williams,Cause I Love You,0.519,0.358,10,-10.434,0,0.0582,0.578,0,0.161,0.369,129.629,audio_features,25z0QF3ANJPVM04fTbty45,spotify:track:25z0QF3ANJPVM04fTbty45,https://api.spotify.com/v1/tracks/25z0QF3ANJPVM04fTbty45,https://api.spotify.com/v1/audio-analysis/25z0QF3ANJPVM04fTbty45,429120,3,0
Maroon 5,Girls Like You (feat. Cardi B),0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,audio_features,6FRLCMO5TUHTexlWo8ym1W,spotify:track:6FRLCMO5TUHTexlWo8ym1W,https://api.spotify.com/v1/tracks/6FRLCMO5TUHTexlWo8ym1W,https://api.spotify.com/v1/audio-analysis/6FRLCMO5TUHTexlWo8ym1W,235545,4,1
Jake Owen,Every Reason I Go Back,0.682,0.844,2,-4.17,1,0.0333,0.0683,0,0.359,0.588,117.977,audio_features,2bZI07vyPDjlh0MI2judp3,spotify:track:2bZI07vyPDjlh0MI2judp3,https://api.spotify.com/v1/tracks/2bZI07vyPDjlh0MI2judp3,https://api.spotify.com/v1/audio-analysis/2bZI07vyPDjlh0MI2judp3,214467,4,1
NEIKED,Sexual,0.803,0.569,2,-7.392,1,0.0739,0.0623,0,0.083,0.809,107.986,audio_features,3AsAuGTaDQzavZZThyYlop,spotify:track:3AsAuGTaDQzavZZThyYlop,https://api.spotify.com/v1/tracks/3AsAuGTaDQzavZZThyYlop,https://api.spotify.com/v1/audio-analysis/3AsAuGTaDQzavZZThyYlop,188889,4,1
Saliva,Your Disease,0.376,0.963,6,-2.99,1,0.0782,9.31e-06,0.925,0.343,0.505,159.887,audio_features,1TuxBXxgaQMA9UoARAecI4,spotify:track:1TuxBXxgaQMA9UoARAecI4,https://api.spotify.com/v1/tracks/1TuxBXxgaQMA9UoARAecI4,https://api.spotify.com/v1/audio-analysis/1TuxBXxgaQMA9UoARAecI4,237493,4,1
ILLENIUM,Where'd U Go,0.464,0.637,2,-4.37,1,0.0694,0.0302,3.37e-05,0.0876,0.281,186.1,audio_features,2oL0HIuo0cxIycDtJWbpuN,spotify:track:2oL0HIuo0cxIycDtJWbpuN,https://api.spotify.com/v1/tracks/2oL0HIuo0cxIycDtJWbpuN,https://api.spotify.com/v1/audio-analysis/2oL0HIuo0cxIycDtJWbpuN,184556,4,0
Thea Musgrave,Turbulent Landscapes: I. Sunrise with Sea Monsters,0.11,0.1,2,-26.311,1,0.0428,0.945,0.959,0.13,0.0321,92.261,audio_features,1uZgNL9z7GXwSWe3h5We6b,spotify:track:1uZgNL9z7GXwSWe3h5We6b,https://api.spotify.com/v1/tracks/1uZgNL9z7GXwSWe3h5We6b,https://api.spotify.com/v1/audio-analysis/1uZgNL9z7GXwSWe3h5We6b,200640,3,1
Steve Buzz,Monsterize - Nightcore Edit,0.393,0.984,10,-5.971,0,0.103,0.0114,7.88e-05,0.227,0.357,181.281,audio_features,7pvU7x7IpuaRfaIDX0lgfk,spotify:track:7pvU7x7IpuaRfaIDX0lgfk,https://api.spotify.com/v1/tracks/7pvU7x7IpuaRfaIDX0lgfk,https://api.spotify.com/v1/audio-analysis/7pvU7x7IpuaRfaIDX0lgfk,161524,4,1
Harry Chapin,Better Place To Be,0.455,0.3,2,-15.094,1,0.0768,0.704,0.00102,0.669,0.243,143.827,audio_features,3GaqsPVvZWUkR5HK1aQvP6,spotify:track:3GaqsPVvZWUkR5HK1aQvP6,https://api.spotify.com/v1/tracks/3GaqsPVvZWUkR5HK1aQvP6,https://api.spotify.com/v1/audio-analysis/3GaqsPVvZWUkR5HK1aQvP6,599507,4,0
Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)",0.659,0.717,8,-4.202,1,0.0581,0.0393,0,0.0769,0.71,103.036,audio_features,5AEtlRudpgdT5FtNiuly6Y,spotify:track:5AEtlRudpgdT5FtNiuly6Y,https://api.spotify.com/v1/tracks/5AEtlRudpgdT5FtNiuly6Y,https://api.spotify.com/v1/audio-analysis/5AEtlRudpgdT5FtNiuly6Y,174800,4,1
Lil Dicky,Freaky Friday (feat. Chris Brown),0.755,0.599,8,-5.042,1,0.224,0.147,0,0.109,0.755,133.123,audio_features,10Igtw8bSDyyFs7KIsKngZ,spotify:track:10Igtw8bSDyyFs7KIsKngZ,https://api.spotify.com/v1/tracks/10Igtw8bSDyyFs7KIsKngZ,https://api.spotify.com/v1/audio-analysis/10Igtw8bSDyyFs7KIsKngZ,216632,4,1
Frank Ocean,Moon River,0.24,0.116,0,-13.216,1,0.0329,0.877,0.00092,0.1,0.0937,77.349,audio_features,41cpvQ2GyGb2BRdIRSsTqK,spotify:track:41cpvQ2GyGb2BRdIRSsTqK,https://api.spotify.com/v1/tracks/41cpvQ2GyGb2BRdIRSsTqK,https://api.spotify.com/v1/audio-analysis/41cpvQ2GyGb2BRdIRSsTqK,188324,3,0
Vengaboys,Up & Down,0.79,0.929,6,-9.123,1,0.0671,0.000405,0.648,0.0693,0.894,135.951,audio_features,3v1W3lS40jrAyGerzF3igy,spotify:track:3v1W3lS40jrAyGerzF3igy,https://api.spotify.com/v1/tracks/3v1W3lS40jrAyGerzF3igy,https://api.spotify.com/v1/audio-analysis/3v1W3lS40jrAyGerzF3igy,241040,4,1
Liam Payne,Familiar,0.636,0.805,9,-4.594,1,0.327,0.0161,0,0.0793,0.908,92.958,audio_features,0Y4hwUppbGc8aIBmiTz30A,spotify:track:0Y4hwUppbGc8aIBmiTz30A,https://api.spotify.com/v1/tracks/0Y4hwUppbGc8aIBmiTz30A,https://api.spotify.com/v1/audio-analysis/0Y4hwUppbGc8aIBmiTz30A,196552,4,1
XXXTENTACION,changes,0.694,0.319,11,-10.061,1,0.0303,0.883,0,0.095,0.493,129.797,audio_features,4PANCoXZX3RaT2D6mqSdEU,spotify:track:4PANCoXZX3RaT2D6mqSdEU,https://api.spotify.com/v1/tracks/4PANCoXZX3RaT2D6mqSdEU,https://api.spotify.com/v1/audio-analysis/4PANCoXZX3RaT2D6mqSdEU,121969,4,0
The Chainsmokers,Something Just Like This,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,audio_features,6RUKPb4LETWmmr3iAEQktW,spotify:track:6RUKPb4LETWmmr3iAEQktW,https://api.spotify.com/v1/tracks/6RUKPb4LETWmmr3iAEQktW,https://api.spotify.com/v1/audio-analysis/6RUKPb4LETWmmr3iAEQktW,247160,4,1
Tony Yayo,So Seductive,0.586,0.881,8,-3.208,1,0.232,0.2,0,0.0676,0.647,96.651,audio_features,12gBGNIMNwXnr2yTMHmawU,spotify:track:12gBGNIMNwXnr2yTMHmawU,https://api.spotify.com/v1/tracks/12gBGNIMNwXnr2yTMHmawU,https://api.spotify.com/v1/audio-analysis/12gBGNIMNwXnr2yTMHmawU,210293,4,1
L2M,Living for the Rhythm,0.812,0.777,10,-1.979,1,0.035,0.0143,0,0.335,0.856,118.03,audio_features,222JnGfyCF5AtMV7gp5vbQ,spotify:track:222JnGfyCF5AtMV7gp5vbQ,https://api.spotify.com/v1/tracks/222JnGfyCF5AtMV7gp5vbQ,https://api.spotify.com/v1/audio-analysis/222JnGfyCF5AtMV7gp5vbQ,191389,4,1
Dusty Springfield,I Just Don't Know What To Do With Myself,0.345,0.735,11,-8.847,1,0.0642,0.584,0,0.248,0.314,95.538,audio_features,4Pqzrs4o8839nRd3wcqvD0,spotify:track:4Pqzrs4o8839nRd3wcqvD0,https://api.spotify.com/v1/tracks/4Pqzrs4o8839nRd3wcqvD0,https://api.spotify.com/v1/audio-analysis/4Pqzrs4o8839nRd3wcqvD0,179840,4,0
Léon Boëllmann,"Suite gothique, Op. 25: IV. Toccata",0.157,0.172,5,-14.517,0,0.0362,0.359,0.914,0.0934,0.0592,107.098,audio_features,7aed2itpfYALf9VI9fmzRf,spotify:track:7aed2itpfYALf9VI9fmzRf,https://api.spotify.com/v1/tracks/7aed2itpfYALf9VI9fmzRf,https://api.spotify.com/v1/audio-analysis/7aed2itpfYALf9VI9fmzRf,232200,3,1
Seal,Amazing,0.588,0.85,9,-5.122,1,0.0364,0.0268,2.85e-06,0.0599,0.79,120.0,audio_features,2dLVVG180B1aDWqCVJQ4YT,spotify:track:2dLVVG180B1aDWqCVJQ4YT,https://api.spotify.com/v1/tracks/2dLVVG180B1aDWqCVJQ4YT,https://api.spotify.com/v1/audio-analysis/2dLVVG180B1aDWqCVJQ4YT,182200,4,1
The Carpenters,We've Only Just Begun,0.236,0.33,9,-11.635,1,0.0381,0.782,2.45e-06,0.111,0.319,173.308,audio_features,4MQRDF62mf2KW7I8M1S9qA,spotify:track:4MQRDF62mf2KW7I8M1S9qA,https://api.spotify.com/v1/tracks/4MQRDF62mf2KW7I8M1S9qA,https://api.spotify.com/v1/audio-analysis/4MQRDF62mf2KW7I8M1S9qA,185160,4,0
Weiss (UK),Feel My Needs - Purple Disco Machine Remix,0.707,0.896,3,-5.157,0,0.0538,0.0127,0.859,0.0182,0.903,122.011,audio_features,3RiRFyvasDtAv8n0AQUKFG,spotify:track:3RiRFyvasDtAv8n0AQUKFG,https://api.spotify.com/v1/tracks/3RiRFyvasDtAv8n0AQUKFG,https://api.spotify.com/v1/audio-analysis/3RiRFyvasDtAv8n0AQUKFG,230164,4,1
Tracey Thorn,Tinsel and Lights,0.438,0.337,7,-10.348,1,0.0276,0.533,0,0.114,0.458,182.018,audio_features,1Ra9P1DoUgA4FZFzBoWaJe,spotify:track:1Ra9P1DoUgA4FZFzBoWaJe,https://api.spotify.com/v1/tracks/1Ra9P1DoUgA4FZFzBoWaJe,https://api.spotify.com/v1/audio-analysis/1Ra9P1DoUgA4FZFzBoWaJe,206053,3,1
Corinne Bailey Rae,Put Your Records On,0.737,0.502,9,-7.871,1,0.0355,0.162,3.71e-06,0.181,0.582,96.067,audio_features,2dEJE18eoskLm4bjSW6kmY,spotify:track:2dEJE18eoskLm4bjSW6kmY,https://api.spotify.com/v1/tracks/2dEJE18eoskLm4bjSW6kmY,https://api.spotify.com/v1/audio-analysis/2dEJE18eoskLm4bjSW6kmY,213539,4,1
The Replacements,Here Comes a Regular,0.453,0.319,6,-13.216,1,0.0313,0.326,0,0.134,0.142,131.82,audio_features,5Yc1rQKy4uv4QJFJTPHEiu,spotify:track:5Yc1rQKy4uv4QJFJTPHEiu,https://api.spotify.com/v1/tracks/5Yc1rQKy4uv4QJFJTPHEiu,https://api.spotify.com/v1/audio-analysis/5Yc1rQKy4uv4QJFJTPHEiu,288133,4,0
My Birthday,Happy Birthday (JORIS),0.547,0.904,2,-5.154,1,0.0446,0.0455,0,0.36,0.881,167.959,audio_features,1cL6iHFO5DD8idXbMa7REY,spotify:track:1cL6iHFO5DD8idXbMa7REY,https://api.spotify.com/v1/tracks/1cL6iHFO5DD8idXbMa7REY,https://api.spotify.com/v1/audio-analysis/1cL6iHFO5DD8idXbMa7REY,178050,4,1
Christina Aguilera & Ricky Martin,Nobody Wants to be Lonely,0.581,0.667,1,-12.697,1,0.0357,0.000653,0.00104,0.223,0.868,102.003,audio_features,2AlrGMp5Hr85kT4JUbLz4D,spotify:track:2AlrGMp5Hr85kT4JUbLz4D,https://api.spotify.com/v1/tracks/2AlrGMp5Hr85kT4JUbLz4D,https://api.spotify.com/v1/audio-analysis/2AlrGMp5Hr85kT4JUbLz4D,269374,4,0
Thomas Rhett,It Goes Like This,0.54,0.836,11,-5.914,1,0.0627,0.111,0,0.0874,0.55,167.957,audio_features,1S1u0ausWGi2msWnuQgTCY,spotify:track:1S1u0ausWGi2msWnuQgTCY,https://api.spotify.com/v1/tracks/1S1u0ausWGi2msWnuQgTCY,https://api.spotify.com/v1/audio-analysis/1S1u0ausWGi2msWnuQgTCY,186853,4,1
Vince Guaraldi Trio,Linus And Lucy,0.496,0.388,8,-14.177,1,0.0382,0.787,0.939,0.167,0.694,81.772,audio_features,0MmNrhvLcoWjo7AOr0vgka,spotify:track:0MmNrhvLcoWjo7AOr0vgka,https://api.spotify.com/v1/tracks/0MmNrhvLcoWjo7AOr0vgka,https://api.spotify.com/v1/audio-analysis/0MmNrhvLcoWjo7AOr0vgka,185453,4,1
David Guetta,2U (feat. Justin Bieber) - Robin Schulz Remix,0.858,0.539,8,-7.54,0,0.0693,0.191,0.0104,0.1,0.654,124.971,audio_features,56T0LB3MGxkJWal0wLNjNy,spotify:track:56T0LB3MGxkJWal0wLNjNy,https://api.spotify.com/v1/tracks/56T0LB3MGxkJWal0wLNjNy,https://api.spotify.com/v1/audio-analysis/56T0LB3MGxkJWal0wLNjNy,321245,4,1
